overall,wage_eur,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
83,77000,3,68,69,78,87,54,49,65,77,48,86,76,87,74,63,76,85,77,60,91,83,88,54,65,82,39,57,30,59,82,82,80,83,56,53,49
83,72000,3,66,72,81,77,79,80,74,68,68,87,63,75,75,70,84,84,65,66,65,84,68,81,53,79,81,70,86,84,78,79,77,85,75,84,75
83,86000,3,51,32,44,53,83,83,29,27,85,63,17,51,35,26,59,59,50,52,34,78,51,57,81,67-5,90,20,86,83,24,23,39,79,82,85,82
83,22000,3,77,76,82,81,64,69,79,76,45,83,77,81,83,76,82,82,82,73,77,81,77,74,67,86,59,77,73,72,84,83,76,85,66,66,52
83,22000,3,64,41,58,59,83,85,45,39,81,74,44,57,32,30,67,62,60,67,52,77,57,46,90,78,86,41,92,81,34,50,47,75,85,85,79
83,205000,2,81,75,82,82,46,67,86,73,52,83,54,82,82,75,75,83,84,79,79,85,84,82,68,90,57,80,65,44,81,83,56,67,42,50,44
83,60000,1,81,84,62,72,33,75,56,85,83,73,82,75,59,67,47,74,79,83,55,84,55,85,84,56,87,82,65,32,83,58,77,79,26,27,24
83,43000,1,80,43,56,64,85,77,40,38,83,74,44,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42,56,71,85,87,82
83,51000,1,87,77,83,84,35,72,83,74,64,83,76,85,86,78,82,83,88,87,85,84,76,82,64,86,70,78,62,40,82,83,77,81,24,35,33
82,140000,3,89,75,76,88,36,55,77,76,43,76,76,91,78,64,70,84,91,88,89,82,85,82,59,73,46,66,54,36,78,84,75,73,42,30,33
82,125000,1,69,73,79,82,70,69,70,72,58,85,63,82,68,60,80,83,68,70,79,81,83,76,83,78,62,74,73,75,77,82,69,84,65,76,70
82,84000,2,66,34,52,65,84,79,36,20,76,67,24,65,36,24,67,67,63,69,60,78,53,60,78,74,79,46,84,84,26,40,34,76,88,84,80
82,16000,2,76,82,80,81,59,71,78,80,77,81,76,82,86,87,79,84,77,76,76,79,60,84,53,76,72,88,65,58,86,77,71,74,55,62,42
82,98000,2,69,31,63,70,84,72,49,36,80,78,25,68,32,22,75,74,68,70,63,80,61,31,72,69,73,20,73,83,32,62,36,77,82,88,85
82,135000,1,73,35,59,66,83,78,36,23,77,78,24,60,25,27,69,76,72,73,62,79,60,58,79,73,80,35,80,81,47,60,43,74,89,82,81
82,53000,1,82,47,68,71,80,78,78,42,83,80,38,65,53,28,63,79,80,84,70,80,67,62,83,77,76,47,82,81,50,55,34,72,72,83,86
82,58000,1,93,77,75,85,33,64,78,76,57,75,75,87,77,73,67,83,94,92,86,80,84,79,86,76,59,77,58,21,81,78,71,75,45,27,18
82,78000,2,91,81,72,86,44,67,74,80,46,77,83,87,64,62,67,83,92,90,87,80,88,85,64,68,68,81,63,38,78,68,68,73,45,46,45
82,59000,1,75,67,74,77,80,82,58,63,68,85,53,78,62,58,79,81,73,76,72,77,53,79,84,87,81,75,76,79,60,73,46,75,80,83,80
82,68000,2,81,77,78,85,30,64,77,78,42,82,66,87,72,59,69,85,78,83,82,80,78,80,63,73,68,78,42,29,78,83,54,69,38,20,24
82,67000,2,73,77,85,85,33,60,76,80,49,88,76,86,86,81,87,88,77,69,79,83,74,77,54,73,67,77,29,28,81,87,56,72,44,25,18
82,165000,2,70,76,79,85,69,62,72,73,55,86,76,87,75,61,76,84,71,70,80,79,80,79,73,67,66,82,44,70,77,81,67,80,68,74,66
82,105000,3,80,75,82,87,33,54,83,70,50,85,72,87,86+2,80,75,89,83,77,86,78,84,78,50,77,56,86,23,20,76,82,72,76,50,23,18
82,115000,2,69,36,69,71,83,78,62,29,82,81,27,69,47,29,72,78,67,71,61,77,59,46,71,79,77,38,79,79,48,67,44,80,84,84,82
82,58000,3,79,81,57,77,41,84,42,88,84,68,80,78,64,56,42,75,78,79,79,76,75,81,83,83,84,67,83,31,85,61,77,75,55,23,32
82,110000,2,83,75,80,86,56,64,82,69,48,82,74,86,82,80,70,87,83,83,85,80,79,80,49,80,63,82,52,66,78,80,72,83,65,46,42
82,115000,2,74,42,59,65,82,82,51,33,80,72,42,63,46,43,56,68,67,79,65,75,62,55,85,72,85,48,87,84,47,54,46,72,81,82,83
82,59000,3,94,69,75,86,47,61,81,66,51,78,74,85,82,60,55,83,95,94,94,83,92,72,65,87,48,69,60,43,82,79,66,85,54,46,36
82,59000,1,68,69,75,78,76,75,63,68,75,81,59,77,65,54,79,82,70,66,69,79,72,70,69,86,75,76,63,80,75,81,46,72,71,79,72
82,26000,3,75,73,86,82,57,67,84,68,53,86,77,84,90,78,87,82,76,74,81,82,60,80,38,86,59,75,71,62,75,88,73,81,52,66,36
82,95000,2,62,39,53,64,85,75,40,33,80,65,35,64,45,25,59,65,56,67,59,78,53,58,81,67,79,39,72,86,28,50,36,70,87,86,82
82,67000,4,69,73,83,86,59,67,78,75,51,87,86,84,81,72,82,90,74,65,87,84,85,68,58,74,68,66,58,65,79,86,77,85,63,53,56
82,78000,2,91,74,73,88,29,72,81,77,46,75,59,90,57,51,65,87,89,92,88,77,82+4,77,51,76,73+1,67,72,23,78,77,66,81,22,32,34
82,46000,2,73,73,76,79,83,88,65,69,75,83,59,78,62,56,80,82,69,76,76,84,67,86,83,85,91,80,86,84,78,79,45,82,82,85,82
82,98000,3,91,75,78,88,56,60,79,71,44,80,68,90,71,69,74,88,93-1,90,89,74,88,84,38,71,53,84,67,69,70,79,53,82,47,60,58
82,140000,1,78,74,77,82,75,71,67,74,55,85,70,79,70,72,80,86,77,79-2,84,82,87,76,83,87,61,76,73,80,69,76,65,82,76,78,69
82,115000,3,62,57,64,61,81,77,53,58,81,77,51,53,55,47,69,70,58,65,63,82,67,66,83,68,78,52,82,82,50,55,54,73,80,82,82
82,77000,1,47,46,63,69,81,82,44,40,87,77,40,70,37,46,72,74,39,53,52,76,58,66,74,67,89,40,83,77,59,60,42,76,80,83,80
82,67000,2,73,71,81,83,33,65,84,70,45,85,67,82,81,77,69,87,76,70,81,82,82,73,53,74,62,74,62,43,75,83,66,77,35,26,17
82,130000,3,76,72,77,83,72,73,67,70,72,83,73,84,76,70,76,83,77,75,78,82,79,76,80,85,69,71,64,73,79,78,74,82,72+2,74+2,65
82,64000,3,78,37,63,67,83,74,49,28,81,76,47,63,44,33,70,72,71,84,64,81,61,62,80,67,78,29,70,81,35,59,43,78,83,84,84
82,130000,3,67,76,79,80,67,74,75,74,58,84,79,81,70,66,80,82,64,69,73,81,74,81,66,89,67,74,73,69,84,79,75,81,66,70,67
82,27000,3,73,76,80,81,55,50,74,76,54,83,63,78,77,75,78,84,75,72,86,81,80,80,64,76,38,77,43,45,79,83,68,75,66,52,47
82,115000,2,73,73,78,78,80,79,84,68,80,81,55,79,85,86,73,82,69,76,64,83,58,84,71,90+1,76,77,75,79,76,69,64,76,79,82,79
82,43000,2,57,42,64,60,82,82,54,37,77,75,39,53,67,46,70,71,55,59,56,80,58,59,78,74,87,38,82,83,39,56,46,72,81,84,85
82,19000,3,56,43,52,59,83,86,17,42,80,72,39,64,39,19,70,62,46,64,32,75,30,50,54,79,94,30,83,80,49,50,65,74,84,85,85
82,32000,3,73,58,71,74,81,73,55,55,82,79,43,70,66,45,77,80,75,72,72,82,71,64,89,67,71,62,80,86,61,75,52,76,77,83,80
82,33000,2,88,81,72,80,35,75,74,84,71,75,80,80,78,54,66,82,88,88,80,81,72,84,79,79,76,74,67,39,85,73,69,80,32,29,21
82,105000,3,92,75,75,86,42,64,75,75+3,50,77,70,87,69,74,74,81,94,90,94,76,90,79,74+5,65,59+8,74,72+5,50,78,74,74,79,31,43,51
82,44000,2,73,49,68,65,83,80,67,42,81,74,48,60,57,46,69,69,71,74,69,80,67,61,83,72,82,50,82,82,51,65,51,71,82,84,83
82,87000,2,78,76,77,75,78,84,83,76,75,82,79,75,74,56,74,82,74,81,63,80,49,77,72,92,85,78,73,76,80,71,65,78,77,82,80
82,52000,2,79,81,62,77,50,86,52,82,81,71,84,77,71,56,45,80,79,79,76,78,69,87,90,76,88,72,90,40,83,66,80,72,54,42,50
82,73000,3,84,77,78,81,76,76,77,70,70,82,87,79,73,79,75,81,86,83,87,79,82,82,74,90,67,82,79,77,82,76,76,80,74,79,78
82,140000,2,83,78,76,83,56,66,74,78,64,78,70,83,80,63,66,83,84,82+3,86,83,86,79,63,87,53-3,80,73,53,86,82,65,84,65,50,44
82,33000,2,43,58,74,71,75,80,55,51,46,86,52,66,61,57,81,81,53,35,67,72,72,74,65,88,75,58,88,82,60,76,58,71,72,81,77
82,54000,2,75,84,71,86,30,71,75,86,69,79,84,87,79,74,53,86,78,72,82,81,82,82,69,76,68,80,73,21,84,66,86,79,35,20,26
82,79000,2,76,71,82,81,73,73,72,69,60,86,47,78,81+2,81,84,84,78,74,82+1,77,88,78,74,79,69,76,73,77,77,84,67,83,74,75,69
82,26000,2,73,77,83,83,41,61,86,80,56,82,68,85,86,77,83,83,76,70,74,80,74,74,33,65,64,76,53,35,81,84,75,80,41,41,39
82,12000,3,69,83,74,82,34,67,71,86+1,67,76,79,83+1,83,80,67,85,72+2,67-1,71-2,83,73,81,67,70-4,66,79,67,29,86-1,75,88,83,30,28,38
82,62000,4,78,71,81,84,77,66,85,61,72,81,68,84,80,74,79,86,77,79,84,77,87,86,80,74,55,78,78,79,74,78,70,80,72,79,82
82,98000,3,65,63,81,81,77,71,74,50,54,86,78,80,71,76,82,84,65,65,76,80,78,77,62,75,65,75,83,82,50,80,72,80,80,78,74
82,115000,3,65,41,62,64,82,75,52,32,80,76,35,62,22,49,69,66,64,66,65,78,61,54,79,65,76,47,86,84,41,56,51,75,80,84,83
82,130000,2,85,67,76,80,79,79,79,60,62,81,64,80,70,66,71,81,83,86,72,83,78,85,69,81,79,66,80,83,73,71,55,82,78,82,79
82,17000,2,57,42,54,53,83,82,46,38,85,68,27,52,30,35,53,60,50,63,35,77,34,58,77,68,89,37,83,82,30,49,57,71,85,84,78
82,44000,3,35,63,66,64,82,79,62,58,80,69,49,62,55,74,72,73,34,36,54,77,34,80,76,62,88,64,77,83,42,63,69,78,82,83,81
82,35000,3,73,67,81,82,72,68,73,60,55,85,69,80,78,81,83,84,74,73,81,82,88,74,74,84,57,72,72,73,70,83,70,76,75,75,73
82,50000,2,75,76,82,79,72,73,78,74,67,84,71,80,83,85,79,81,74,76,79,82,63,86,59,90,70,77,62,75,76,82,64,73,70,74,69
82,73000,3,68,46,60,60,83,79,49,43,83,76,34,54,39,37,67,67,67,69,58,78,56,65,91,78,77,42,82,82,30,48,45,72,85,84,80
82,70000,3,71,74,77,78,75,82,69,71,77,83,67,78,69,68,78,82,67,74,78-3,81,60,78,72,88,82+1,74,78,80,75,78,81,86,74,73,71
82,75000,3,68,64,73,72,85,79,69,59,78,79,57,72,49,47,74,75,66,69,65,83,63,74,77,86,76,71,79,86,69,76,52,83,88,86,82
82,140000,3,47,82,71,73,42,79,64,83,90,78,82,72,70,65,58,83,43,50,57,83,54,85,84,62,88,74,76,42,83,76,83,78,37,37,20
82,73000,3,40,41,54,54,85,83,44,41,89,64,35,48,46,37,62,72,36,43,29,84,32,63,41,74,91,26,84,85,32,47,26,86,85,85,78
82,1000,3,58,51,67,66,81,83,68,47,83,70,38,65,69,60,72,73,49,65,57,77,46,64,83,80,86,53,81,77,45,60,49,78,79,83,82
82,57000,3,60,53,54,60,81,87,36,45,77,66,45,56,43,55,68,68,52,67,54,75,54,77,76,84,91,58,83,83,24,44,48,77,81,83,79
82,18000,2,54,57,66,68,82,83,50,49,73,78,53,68,43,57,74,72,52,55,57,78,58,73,73,90,78,62,91,85,50,63,56,75,82,84,77
82,59000,2,69,76,76,76,79,80,70,70,75,80,76,75,67,55,83,79,68,69,67,82,71,87,77,88,77,86,80,80,82,78,45,78,78,80,82
82,45000,2,69,83,82,82,46,70,81,85,63,83,80,82,80,69,80,86,72,67,74,85,76,81,65,71,72,80,63,41,85,84,89,86,57,38,34
82,125000,2,66,70,83,75,77,78,81,67,65,84,72,73,80,74,84,80,67,66,70,80,70,77+2,79,91,72,71,77,80,75,83,64,78,77,79,76
82,22000,3,81,72,80,84,41,56,80,71,54,81,81,84,88,72,75,83,84,79,87,82,81,72,81,69,46,73,57,40,77,82,71,80,35,42,43
82,120000,3,80,79,77,81,47,81,80,78,74,78,79,83,79,72,74,84,77+1,82,70,77,66,84,67,78,83,75,84,44,81,77,77,80,43,48,36
82,15000,2,84,80,79,87,27,57,72,80,34,80,75,86,90,93,76,86,88,80,94,80,91,80,34,77,42,81,75,26,82,81,73,82,23,29,28
82,73000,2,71,70,81,76,81,81,91,55,80,77,64,79,85,86,77,76,73,70,63,84,58,91,80,84,77,83,85,81,75,77,74,88,81,82,81
82,99000,2,75,58,82,76,79,72,91,45,73,78,50,75,86,80,78,79,76,75,74,81,74,73,73,88,65,66,70,80,75,80,66,73,77,82,79
82,1000,2,83,78,79,87,48,66,76,79+3,53,81,68,87,82+2,72,73,88,85,82,92,77,84,77+1,68,78,62,78,58,51,77,82+3,80+6,84,45,49,42
82,77000,2,50,67,72,70,81,89,59,64,79,79,55,72,73,42,77,81,44,55,36,81,31,79,75,86,92,66,87,84,70,77,57,85,81,80,76
82,1000,2,92,79,75,86,47,65,73,76,56,77,82,87,52,73,75,85,93,91,90,79,83,83,62,79,62,83,56,49,74,79,72,74,38,53,40
82,115000,3,76,77,82,83,72,71,82,70,70,84,78,83,78,78,80,85,75,77,77,82,77,84,69,84,66,86,68,72,78,82,68,82,74,72,68
82,140000,3,76,77,77,84,43,56,78,78,55,80,70,84,81,57,71,85,79,74,82,81,80,75,66,70,47,79,56,49,82,77,66,77,49,32,31
82,84000,3,69,75,83,84,56,63,77,73,61,86,78,87,83,69,83,86,69,69,79,78,63,78,49,62,64,76,65,69,78,87,75,80,45,59,51
82,150000,3,71,72,79,80,78,76,74,71,58,83,65,77,80,65,80,84,75,68,79,83,78,75,61,87,67,69,86,86,78,81,79,84,78,81,77
82,115000,2,72,59,70,77,84,79,60,50,69,80,32,75,33,61,72,79,75,70,78+2,79,80,80,87,87,72,66,84,86,67,70,54,80,83,89,83
82,1000,2,82,62,73,77,81,79,76,58,76+1,78,52,77,66,39,74,79+3,79,85,79,80,61+6,72,84,86,75,62,77,78+1,76,73,53,76,83,82,84
82,67000,2,79,66,79,86,63,62,70,63,34,84,59,86,76,73,79,84,84,75,91,84,80,67,67,88,47,71,64,75,73,82,64,83,65,64,59
82,31000,2,81,75,81,84,61,69,75,78,41,84,65,84,80,76,78,82,86,76,89,81,92,70,88,79,67,79,56,73,72,84,74,80,56,68,55
82,59000,2,59,50,58,57,85,80,25,37,77,70,39,55,62,56,75,67,65,54,33,83,35,75,68,81,83,60,73,82,20,59,72,85,87,86,85
82,80000,2,75,66,76,82,82,80,70,68,59,82,56,82,65,49,76,80,80,71,82,86,80,70,69,95,72,62,85,86,79,79,53,77,85,85,80
82,40000,2,89,79,75,83,47,63,80,80,45,78,74,82,74,60,69,82,90,89,93,80,88,79,69,84,58,77,47,49,80,73,75,78,55,40,40
82,27000,2,60,77,80,82,47,73,73,74,68,84,81,86,79,68,78,87,58,62,69,78,39,76,44,61,79,84,78,54,77,84,67,80,46,40,37
82,49000,3,74,79,65,79,33,71,60,86,76,72,80,80,69,58,55,80,73,75,75,80,77,80,77,69,74,60,62,34,90,68,80,78,40,16,14
82,96000,3,90,81,63,77,54,77,64,85,68,65,82,76,60,57,48,76,89,91,75,88,76,85,74,86,67,67,92,49,85,72,78,82,55,52,51
82,39000,1,71,61,57,62,82,80,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,77,85,84
82,46000,1,81,57,74,77,82,74,61,53,70,82,57,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,77,77,81,83,86,80
81,110000,2,92,80,74,83,40,72,77,79,71,75,72,84,77,78,65,80,90,93,88,79,77,87,62,79,71,77,70,42,81,74,74,75,32,40,33
81,14000,3,84,62,76,82,76,69,83,50,65,79,58,83,84,82,78,82,85,83,82,79,81,78,64,83,63,72,68,80,75,60,51,77,73,78,79
81,105000,2,82,52,76,78,77,79,86,33,65,80,31,80,80,29,68,79,77,86+1,68,79,70,79,71,80,81+2,65,75,79,77+7,74,50,79+5,78,79,80
81,60000,2,67,74,73,76,79,83,68,73,66,82,68,78,41,42,74,80,63,70,60,74,69,84,72,93,81,75,78,82,73,76,45,74,79,83,75
81,88000,2,88,64,77,81,77,71,83,58,64,78,55,82,81,69,74,81,88,88,78,80,74,80,73,81,66,66,71,76,76,71,46,77,79,78,78
81,31000,2,93,78,73,80,41,79,78,77,70,79,68,82,49,53,66,81,92,94,80,78,55,85,86,75,85,78,66,21,76,75,64,71,52,38,31
81,64000,3,87,63,77,81,77,70,81,61,64,80,56,83,78,45,78,79,88,87,82,81,77,67,74,84,60,62,75,79,78,75,60,81,76,80,75
81,91000,1,84,59,72,77,77,73,84,57,63,74,32,76,74,30,68,78,81,86,78,79,74,67,59,87,66,60,78,80,64,69,55,73,77,80,78
81,36000,1,66,75,80,79,71,70,74,77,50,84,70,79,63,60,80,81,67,66,79,76,70,72,59,77,67,80,69,75,77,86,46,71,73,74,73
81,90000,2,81,72,78,86,32,52,74,70,56,80,61,87,76,76,78,86,84,78,86,73,89,75,75,75,39,76,48,27,73,79,73,77,27,36,25
81,41000,2,76,40,59,63,80,80,56,37,77,69,54,58,38,26,62,64,75,76,77,73,72,68,89,72,80,13,88,81,45,54,46,73,78,82,85
81,115000,2,76,81,59,78,33,72,65,85,75,64,85,78,66,46,36,80,77,76,75,80,76,81,80,66,78,76,63,23,84,62,67,81,37,26,22
81,58000,2,81,51,68,76,79,76,78,47,66,77,40,75,40,30,70,77,79,82,76,79,69,68,69,87,69,43,79,80,63,59,40,76,80,81,80
81,64000,1,68,77,76,80,74,68,70,79,67,80,65,81,72,59,79,83,69,67,73,79,66,75,46,73,69,82,64,77,78,80,67,77,70,78,73
81,87000,2,78,62,74,77,78,79,83,60,75,78,50,76,69,30,72,79,79,78,73,81,76,71,94,80,74,58,86,79,72,71,64,75,74,81,82
81,115000,3,48,65,79,71,69,76,66,49,62,85,50,70,71,70,84,80,47,49,49,77,61,88,32,77,74,78,92,71,77,81,63,74,68,72,68
81,57000,2,80,55,74,75,78,78,82,44,73,77,53,74,70,57,70,79,82,79-1,67,77,72,75,85,90,73,58,75,79,65,68,52,67,77,81,77
81,54000,2,80,80,74,80,56,77,70,79,56,79,78,79,74,63,67,81,83,77,75,85,79,86,75,84,76,81,70,55,81,79,65,75,58,55,51
81,36000,2,69,32,62,54,82,74,46,30,78,73,32,43,63,58,69,65,65,73,65,80,59,44,81,62,78,22,78,78,30,55,47,80,83,83,87
81,105000,2,73,40,67,63,81,77,68,27,78,75,34,59,35,56,72,69,67,78,59,81,50,70,71,60,80,41,90,79,33,57,40,72,80,84,81
81,87000,2,75,58,76,76,79,75,83,58,69,79,48,76,72,48,70,79,76,74,70,78,68,65,73,85,69,52,76,79,71,75,54,74,78,83,82
81,14000,1,91,78,61,78,25,72,53,84,77,68,73,75,68,57,55,78,89,92,91,79,90,79,86,72,73,65,66,20,84,58,70,75,20,20,15
81,71000,3,72,69,79,82,64,69,77,64,55,83,69,83,74,67,78,83,73,72,81,73,77,76,64,79,68,72,60,72,77,81,66,82,57,70,62
81,77000,3,87,76,71,84,42,58,74,78,51,74,79,84,83,63,57,86,86,87,85,72,81,74,60,68,54,74,54,36,78,73,67,72,59,30,25
81,18000,3,83,72,74,88,46,51,73,76,67,76,75,91,85,67,68,84,87,79,90,82,87,66,72,74,39,66,45,45,80,77,68,85,52,40,31
81,110000,2,63,46,68,65,82,77,54,36,82,77,50,65,63,22,74,69,55,69,55,81,47,66,66,73,80,48,75,84,51,72,42,75,81,84,78
81,76000,2,77,81,78,79,41,83,78,81,67,81,77,79,79,76,67,81,78,77,73,82,84,85,78,88,82,81,78,45,81,81,72,80,22,50,33
81,60000,3,89,70,75,87,30,56,75,69,40,78,68,88,84,77,62,86,90-1,89,94,74,77,72,70,70,54,66,40,25,77,76+1,77,76,34,30,22
81,36000,2,81,74,79,85,39,65,77,68,38,81,80,85,83,79,72,83,86,77,91,80,83,78,63,77,62,77,57,41,80,80,83,76,30,47,35
81,130000,3,68,47,55,58,81,82,52,54,82,63,49,59,49,22,63,58,61,74,55,75,45,42,76,71,87,35,83,81,48,49,52,67,81,82,80
81,130000,3,80,77,80,85,46,70,78,71,45,80,76,86,88,84,78,84,84,77,84,80,91,87,52,75,73,84,61,55,74,80,65,82,35,49,48
81,115000,2,55,40,59,62,81,79,59,33,80,69,42,63,26,18,66,67,54,55,50,75,41,63,81,68,82,34,87,81,21,56,52,70,77,83,85
81,24000,2,74,75,82,84,42,55,86,77,61,83,60,86,80,73,76,82,75+3,74,80,77,81,77,40,69+2,58,76+1,32,39+14,77,82,61,74+4,46+12,34+7,36+8
81,68000,2,77,64,77,78,78,76,85,54,70,79,52,79,77,68,74,80,71,82,72,79,62,80,73,88-2,71,69,74,76,69,69,76,75,79,81,80
81,35000,2,52,47,71,73,78,76,61,45,58,80,49,71,54,51,72,81,52,52,66,85,54,53,51,93,69,40,78,81,70,73,47,78,80,80,76
81,18000,3,71,64,72,62,84,82,79,52,80,73,61,65,82,75,77,62,68,74,52,74,43,80,65,78,89,74,72,82,58,58,72,76,86,84,82
81,120000,2,62,70,82,76,76,78,86,62,66,84,76,76,81,75,81,79,63,62,69,84,73,82,62,91,71,70,81,78+1,72,79,83,86,74+3,80+2,79
81,41000,2,70,77,80,86,44,63,78,78,63,83,83,87,79,77,76,85,74,66,83,82,83,77,70,62,62,74,66,45,82,81,72,79,43,42,31
81,50000,3,66,80,62,72,36,77,60,82,82,70,78,74,68,36,50,75,63,68-3,62,80,50,82,76,62,86,74,73,20,83,62,69,85,40,31,20
81,20000,3,72,73,73,75,78,80,63,68,59,78,59,76,67,63,75,78,71,73,66,78,70,81,66,94,73,78,83,81,81,77,64,75,83,80,67
81,1000,2,79,76,79,84,66,72,79,71,59,80,69,86,79,70,80,83,83,76,82,76,76,83,74,76,71,82,68,68,75,81,73,77,62,69,68
81,56000,3,70,82,65,75,36,73,61,84,82,75,79,78,61,62,46,79,69,70,59,78,58,84,74,68,83,75,52,38,79,69,83,82,22,32,35
81,74000,3,53,69,84,84,66,64,78,67,60,89,70,85,78,76,85,88,55,52,74,81,80,72,67,69,66,70,52,70,70,86,72,83,65,66,62
81,85000,3,62,76,81,80,70,70,77,74,70,83,76,79,82,79,81,82,66,59,76,75,84,76,77,78,63,80,74,72,74,80,70,86,68,72,68
81,110000,3,47,58,53,59,83,76,28,56,85,66,47,58,48,27,61,62,42,51,51,80,47,63,80,61,79,66,85,81,45,56,53,74,83,83,82
81,73000,3,59,38,50,52,81,83,39,35,83,68,43,46,33,27,67,57,52,65,52,73,52,46,76,79,86,35,82,80,33,28,39,71,80,82,80
81,28000,2,67,73,79,79,71,72,75,65,57,81,77,82,80,75,81,81,66,67,66,81,66,81,49,81,76,81,58,72,75,81,68,68,75,73,64
81,15000,3,79,79,77,82,32,65,79,81,70,81,82,83,79,71,63,82,78,80,77,77,77,73,68,67,67,80,57,37,81,81,72,79,31,22,14
81,23000,2,77,61,78,72,80,79,82,56,69,80,62,72,72,66,81,73,78,77,68,78,65,68,80,89,73,59,79,77,68,75,70,75,84,82,83
81,74000,3,78,79,78,81,61,71,83,73,55,78,75,82,74,71,73,83,77,78,74,78,76,87,35,86,69,82,66,67,79,77,83,73,61,63,53
81,57000,3,80,68,74,73,81,79,82,65,74,76,64,72,80,47,69,76,74,84,66,82,66,77,77,77,78,68,83,81,73,71,65,82,83,82,81
81,65000,3,66,79,78,80,70,76,75,77,74,82,83,79,81,71,78,84,67,65,77,79,68,84,76,68,78,78,83,71,79,76,67,82,59,78,74
81,32000,2,63,78,85,82,45,61,91,76,36,83,68,84,87,86,85,85,63,63,68,76,73,84,39,66,63,79,55,43,79,82,71,71,50,46,36
81,48000,3,85,81,75,77,43,68,70,81,67,79,78,75,76,70,72,79,86,85,81,85,77,83,85,75,64,75,66,38,86,76,85,85,50,33,39
81,86000,3,80,75,80,83,34,50,82,74,48,82,76,83,82,77,77,82,81,79,86,77,92,75,60,73,37,79,52,34,76,77,68,64,38,26,34
81,69000,2,69,51,61,60,83,79,43,39,75,74,54,58,33,30,69,60,65,72,63,78,61,73,73,83,77,62,82,82,49,65,34,81,83,86,88
81,1000,3,52,47,62,62,82,74,58,48,83,72,38,59,38,52,64,65,52,52,60,81,61,62,78,61,78,31,78,81,51,57,56,84,82,83,81
81,68000,2,54,49,61,58,81,88,36,48,83,74,42,55,39,41,74,65,54,54-8,49,74,47,76,81,89,90,30,83,81,39,65,51,71,80,82,75
81,120000,3,69,73,80,82,64,71,74,74,67,85,72,83,77,66,77,85,70,69,78,74,75,72,70,80,64,72,76,66,75,83,70,80,61,65,62
81,36000,2,77,80,63,72,35,81,62,82,83,67,84,71,66,56,55,75,75,79,68,84,60,81,83,68,86,72,83,15,83,62,77,80,42,31,19
81,84000,3,81,70,78,87,42,62,79,66,57,81,60,88,72,64,69,88,86,76,83,80,78,73,64,73,60,71,51,36,78,84,90,81,58,31,22
81,42000,3,36,71,79,72,79,71,60,66,61,85,48,74,72,77,84,78,36,36,49,80,60,82,64,63,74,77,76,80,69,86,75,85,81,80,81
81,115000,3,59,80,84,79,56,70,86,77,60,83-1,75,80,87,86-1,80+1,85,60,58,68,75,61,82,68,84,68,85-1,57,54,78,83,82,83,57,56,55
81,43000,2,70,81,79,79,59,72,76,79,64,85,86,78,79,69,69,83,74,67,70,84,78,81,73,78,69,83,74,60,84,83,80,83,59,61,50
81,1000,1,86,82,70,76,32,73,56,84-2,70,77,79,77,78,69,62,78,88-1,85,75,74,66,80,67,74,75,81,67,32,84,75,74,73,26,28,24
81,43000,2,67,68,80,80,78,67,73,63,59,84,66,78,82,79,81,84,69,66,77,84,75,73,65,77,66,73,58,84,72,81,71,81,82+8,76,74
81,25000,4,80,86,76,79,48,88,76,83,68,78,73,82,78,81,72,79,81,80,72,80,59,94,69,86,92,90,83,48,82,75,78,75,54,41,28
81,75000,2,37,71,75,70,79,80,53,69,79,83,66,70,66,70,81,81,39,35,51,76,31,81,64,71,86,65,78,81,77,80,73,76,79,80,74
81,19000,2,88,77,75,84,58,71,78,77,73+3,75,72,85,79,64,72,84,89,87,83,80,76,80,87,85,63,76,69,60,83,76,75+7,81+2,49,60,56
81,68000,2,62,55,66,54,82,84,70,40,83,67,29,55,70,74,75,60,56,66,33,66,45,85,71,70,90,67,88,79,44,52,52,71,82,84,78
81,56000,3,71,47,68,69,81,85,50,31,68,79,58,63,35,45,78,71,72,70,78,80,92,65,89,84+3,83,59,89,84,58,72,58,78,80,84,79
81,77000,2,87,73,81,85,48,55,82,67,42,82,74,84,84,84,76,86,88,86,92,78,90,81,51,75,48,77,48,36,76,82,68,78,55,48,60
81,76000,2,72,71,81,78,71,72,78,64,53,84,68,75,75,76,83,82,76,69,80,76,85,80,61,87,63,75,80,74,75,81,76,76,74,71,72
81,26000,2,85,78,74,84,39,61,73,83,74,75,76,84,80,76,66,83,87,83,91,80,87,76,86,69,57,69,55,44,87,76,76+6,84,34,33,26
